tool_id,primary_domain,subdomain,top_5_tasks
play::com.YoStar.AetherGazer,Mobile Gaming,Action RPG,"['Engage in real-time combat battles', 'Collect and upgrade character units', 'Progress through story campaign missions', 'Participate in multiplayer game modes', 'Customize team compositions for battles']"
play::com.ironhidegames.android.kingdomrushorigins,Mobile Gaming,Tower Defense Strategy,"['Build and upgrade defensive towers', 'Deploy hero units in strategic positions', 'Complete campaign levels and challenges', 'Unlock new tower types and abilities', 'Defend kingdom against enemy waves']"
play::com.travel.almosafer,Travel Booking,Flights and Hotels,"['Search and compare flight options', 'Book hotel accommodations worldwide', 'Manage travel itineraries and reservations', 'Filter stays by price and amenities', 'Process secure travel payments']"
play::calculator.converter.conversioncalculator.calculatorapp,Productivity Tools,Calculator Utility,"['Perform basic and scientific calculations', 'Convert currencies in real-time', 'Calculate tips and discounts quickly', 'Convert common measurement units', 'Compute tax amounts for purchases']"
play::games.tinycloud.tinyshop,Mobile Gaming,Simulation Tycoon,"['Craft and sell fantasy shop items', 'Design and customize shop layout', 'Trade goods with in-game customers', 'Grow plants in virtual garden', 'Explore archipelago for resources']"
play::com.br.konsi,Financial Services,Payroll Loans,"['Compare payroll loan rates across banks', 'Apply for consigned loans online', 'Evaluate existing loan contract terms', 'Simulate loan payment scenarios', 'Track loan application status']"
play::com.mmmoussa.iqra,Religious Practice,Quran Memorization,"['Practice Quran recitation with AI feedback', 'Track Hifz memorization progress', 'Review previously memorized verses', 'Receive pronunciation correction assistance', 'Set daily Quran reading goals']"
play::com.snapmint.customerapp,Financial Services,Buy Now Pay Later,"['Shop online with zero-cost EMI plans', 'Apply for credit line on debit card', 'Browse partner brand product catalogs', 'Manage installment payment schedules', 'Track EMI repayment history']"
play::com.bbva.bbvacontigo,Banking,Mobile Banking,"['Check account balances and transactions', 'Make quick payments and transfers', 'Access card details for online purchases', 'Manage personal banking preferences', 'Review personalized financial shortcuts']"
play::com.castify,Media Streaming,Screen Casting,"['Cast videos to Chromecast devices', 'Stream photos to smart TV screens', 'Connect to Roku and Fire TV', 'Play music on DLNA receivers', 'Mirror phone content to television']"
play::com.lufthansa.android.lufthansa,Travel,Airline Services,"['Book and manage flight reservations', 'Check-in digitally for flights', 'Access real-time flight status updates', 'Store boarding passes on mobile', 'Purchase personalized travel extras']"
play::com.lyrebirdstudio.toonart,Photo Editing,Cartoon Effects,"['Transform photos into cartoon artwork', 'Apply anime-style filters to selfies', 'Create caricature versions of portraits', 'Edit photos with artistic effects', 'Generate 3D cartoon character images']"
play::com.itaucard.activity,Banking,Credit Card Management,"['Generate virtual cards for online purchases', 'Monitor credit card transactions', 'Set up contactless digital wallet payments', 'Apply for new credit cards', 'Manage card security settings']"
play::com.sweatwallet,Cryptocurrency,Move-to-Earn Wallet,"['Earn crypto rewards through walking', 'Manage multichain crypto tokens', 'Grow balance with yield-earning jars', 'Track daily movement-based earnings', 'Transfer crypto across blockchain networks']"
play::com.moneybookers.skrillpayments,Financial Services,Digital Payments,"['Send money internationally online', 'Make secure online merchant payments', 'Exchange currencies within wallet', 'Earn loyalty points on transactions', 'Manage digital wallet balance']"
play::customstickermaker.whatsappstickers.personalstickersforwhatsapp,Messaging,Sticker Creation,"['Create custom WhatsApp sticker packs', 'Convert personal photos into stickers', 'Organize stickers into themed collections', 'Share custom stickers with contacts', 'Edit and customize sticker designs']"
play::com.merge.cooking.theme.restaurant.food,Mobile Gaming,Merge Puzzle Cooking,"['Merge ingredients to create dishes', 'Open and manage virtual restaurants', 'Serve customers with prepared meals', 'Unlock new recipes and cuisines', 'Complete cooking adventure challenges']"
play::com.bcp.innovacxion.yapeapp,Mobile Payments,Peer-to-Peer Transfers,"['Send money instantly to contacts via phone number', 'Receive payments from other Yape users', 'Scan QR codes to pay at local businesses', 'Transfer funds without cash 24/7', 'Manage digital wallet transactions']"
play::com.unicostudio.braintestlegacy,Entertainment,Brain Training Games,"['Solve tricky brain teaser puzzles', 'Track IQ score improvements over time', 'Complete logic-based challenge levels', 'Exercise cognitive skills through gameplay', 'Unlock new puzzle stages progressively']"
play::com.magiconnect.tcast,Smart Home,TV Remote Control,"['Control TCL smart TV remotely from phone', 'Cast videos and media to television screen', 'Stream local photos and music to TV', 'Connect to Chromecast and Roku devices', 'Manage DLNA device playback settings']"
play::com.facebook.stella,AI Content Creation,Generative Media,"['Generate AI-powered creative videos', 'Create immersive vibes with friends', 'Produce lip sync videos to popular songs', 'Access hands-free AI via smart glasses', 'Generate AI images from text prompts']"
play::jbl.stc.com,Audio Equipment,Headphone Management,"['Customize noise cancellation settings', 'Adjust smart ambient sound levels', 'Configure equalizer audio preferences', 'Update headphone firmware wirelessly', 'Manage multiple JBL device connections']"
play::walkie.talkie.among.us.friends,Social Communication,Gaming Voice Chat,"['Voice chat with gaming teammates in real-time', 'Match with like-minded mobile gamers', 'Coordinate strategies during online games', 'Chat with AI companions and pets', 'Build gaming friend communities']"
play::com.jetstartgames.chess,Entertainment,Strategy Board Games,"['Play chess matches against AI opponents', 'Unlock progressive difficulty levels', 'Practice tactical chess strategies', 'Improve visual memory through gameplay', 'Learn chess piece movement rules']"
play::com.sandboxol.blockymods,Gaming,Sandbox Multiplayer,"['Play diverse mini games with friends', 'Build custom structures in block world', 'Compete in PvP action challenges', 'Survive cooperative gameplay modes', 'Socialize and network with other players']"
play::com.picpay,Digital Banking,Financial Services,"['Send and receive Pix instant payments', 'Apply for payroll-deducted worker credit', 'Manage digital account transactions', 'Access virtual card for purchases', 'Simulate loan options and rates']"
play::com.samsung.ecomm.global.in,E-Commerce,Electronics Retail,"['Browse and purchase Samsung products', 'Pre-order new Galaxy device releases', 'Access exclusive app-only product colors', 'Track orders and delivery status', 'Explore AI-powered device features']"
play::com.firsttouchgames.story,Sports Gaming,Soccer Simulation,"['Complete story-driven soccer career levels', 'Execute realistic 3D goal-scoring plays', 'Sign contracts with favorite soccer teams', 'Represent national team in competitions', 'Master puzzle-inspired gameplay mechanics']"
play::ru.yandex.searchplugin,Web Browser,Search & Utilities,"['Search the web from customizable home page', 'Check weather and traffic conditions quickly', 'Translate webpages and images online', 'Set personalized start page preferences', 'Access news and information feeds']"
play::screenrecorder.recorder.editor,Video Production,Screen Recording,"['Record mobile screen and gameplay sessions', 'Capture screenshots with one touch', 'Edit recorded videos with filters and effects', 'Add music tracks to video recordings', 'Export high-quality video content']"
play::com.cyrano.cyrano,Mental Health,AI Therapy Support,"['Chat privately with AI therapy companion', 'Practice motivational interviewing techniques', 'Reflect on thoughts to build self-awareness', 'Manage stress and anxiety through conversation', 'Explore personal motivation for positive change']"
